iter	Passed	Remaining
402	12686	81756
403	12720	81739
404	12753	81717
405	12787	81698
406	12822	81689
407	12855	81670
408	12889	81657
409	12922	81633
410	12962	81656
411	13005	81694
412	13040	81686
413	13078	81692
414	13114	81690
415	13169	81803
416	13208	81817
417	13250	81846
418	13287	81846
419	13327	81871
420	13375	81936
421	13414	81950
422	13455	81970
423	13494	81986
424	13529	81975
425	13568	81982
426	13607	81997
427	13652	82043
428	13694	82069
429	13733	82083
430	13774	82103
431	13810	82098
432	13852	82121
433	13888	82116
434	13925	82114
435	13961	82105
436	13999	82107
437	14034	82094
438	14068	82069
439	14102	82048
440	14140	82055
441	14192	82135
442	14225	82108
443	14258	82083
444	14292	82060
445	14328	82050
446	14371	82080
447	14416	82121
448	14460	82156
449	14499	82165
450	14538	82169
451	14579	82185
452	14629	82255
453	14680	82327
454	14722	82348
455	14763	82362
456	14800	82355
457	14838	82357
458	14873	82337
459	14906	82312
460	14942	82295
461	14976	82272
462	15009	82242
463	15043	82219
464	15077	82194
465	15110	82168
466	15147	82160
467	15182	82143
468	15234	82216
469	15269	82196
470	15303	82170
471	15337	82147
472	15370	82119
473	15405	82100
474	15441	82081
475	15486	82118
476	15528	82135
477	15571	82155
478	15613	82174
479	15657	82202
480	15697	82210
481	15736	82209
482	15771	82189
483	15805	82164
484	15840	82139
485	15874	82117
486	15906	82082
487	15941	82059
488	15976	82037
489	16011	82015
490	16046	81995
491	16081	81974
492	16115	81950
493	16159	81976
494	16203	81997
495	16264	82108
496	16309	82138
497	16349	82142
498	16383	82115
499	16418	82090
500	16454	82075
501	16487	82043
502	16522	82020
503	16558	82006
504	16599	82009
505	16639	82015
506	16684	82038
507	16722	82032
508	16765	82050
509	16812	82086
510	16858	82113
511	16898	82114
512	16946	82154
513	16985	82153
514	17020	82125
515	17054	82101
516	17098	82119
517	17143	82141
518	17189	82173
519	17231	82182
520	17290	82270
521	17326	82250
522	17366	82249
523	17407	82253
524	17456	82296
525	17506	82342
526	17552	82366
527	17587	82339
528	17619	82304
529	17652	82267
530	17685	82233
531	17725	82230
532	17764	82223
533	17803	82214
534	17838	82192
535	17874	82169
536	17908	82138
537	17945	82121
538	17986	82122
539	18024	82112
540	18065	82112
541	18105	82110
542	18147	82113
543	18182	82088
544	18216	82058
545	18251	82029
546	18307	82099
547	18341	82067
548	18374	82033
549	18408	82001
550	18442	81969
551	18477	81942
552	18510	81909
553	18546	81887
554	18579	81850
555	18612	81813
556	18645	81779
557	18680	81753
558	18715	81723
559	18757	81729
560	18799	81732
561	18838	81721
562	18871	81688
563	18904	81652
564	18937	81613
565	18971	81582
566	19003	81544
567	19036	81507
568	19072	81483
569	19105	81447
570	19139	81417
571	19171	81379
572	19206	81350
573	19238	81312
574	19273	81285
575	19308	81254
576	19366	81327
577	19400	81292
578	19434	81262
579	19468	81230
580	19501	81196
581	19534	81160
582	19568	81126
583	19601	81091
584	19634	81057
585	19668	81023
586	19702	80993
587	19736	80961
588	19773	80939
589	19815	80942
590	19858	80945
591	19932	81078
592	20002	81192
593	20050	81212
594	20087	81194
595	20122	81167
596	20156	81134
597	20191	81102
598	20227	81077
599	20262	81050
600	20298	81027
601	20331	80989
602	20386	81039
603	20421	81007
604	20455	80976
605	20490	80946
606	20525	80917
607	20559	80886
608	20595	80858
609	20628	80823
610	20662	80790
611	20696	80755
612	20731	80726
613	20764	80689
614	20797	80655
615	20838	80648
616	20878	80636
617	20917	80623
618	20952	80594
619	20986	80561
620	21022	80534
621	21055	80499
622	21090	80467
623	21125	80441
624	21160	80411
625	21194	80375
626	21228	80343
627	21262	80311
628	21296	80275
629	21329	80238
630	21362	80204
631	21422	80265
632	21461	80253
633	21497	80224
634	21531	80193
635	21565	80159
636	21598	80121
637	21631	80085
638	21666	80055
639	21700	80021
640	21735	79989
641	21768	79954
642	21802	79920
643	21837	79891
644	21883	79898
645	21928	79905
646	21963	79874
647	21998	79845
648	22032	79814
649	22067	79782
650	22101	79749
651	22138	79724
652	22172	79691
653	22207	79662
654	22244	79637
655	22276	79598
656	22310	79563
657	22345	79533
658	22380	79502
659	22413	79465
660	22471	79518
661	22506	79487
662	22541	79456
663	22578	79432
664	22612	79398
665	22647	79366
666	22680	79329
667	22714	79297
668	22750	79268
669	22785	79238
670	22820	79206
671	22853	79170
672	22889	79142
673	22929	79129
674	22968	79115
675	23009	79102
676	23045	79074
677	23079	79041
678	23113	79007
679	23149	78979
680	23183	78947
681	23218	78914
682	23252	78881
683	23286	78848
684	23321	78815
685	23355	78782
686	23389	78749
687	23423	78713
688	23457	78679
689	23515	78724
690	23548	78688
691	23582	78654
692	23616	78620
693	23651	78587
694	23684	78551
695	23718	78517
696	23754	78487
697	23789	78457
698	23823	78422
699	23856	78386
700	23890	78351
701	23923	78312
702	23963	78300
703	24006	78293
704	24043	78269
705	24079	78241
706	24116	78215
707	24150	78181
708	24184	78146
709	24218	78113
710	24253	78081
711	24287	78048
712	24323	78019
713	24357	77983
714	24390	77947
715	24424	77911
716	24457	77875
717	24491	77841
718	24550	77885
719	24585	77853
720	24620	77821
721	24655	77789
722	24689	77756
723	24723	77721
724	24756	77682
725	24789	77647
726	24826	77619
727	24861	77588
728	24895	77554
729	24933	77532
730	24971	77510
731	25011	77496
732	25052	77482
733	25091	77461
734	25127	77432
735	25163	77403
736	25196	77368
737	25230	77332
738	25264	77297
739	25301	77271
740	25334	77233
741	25368	77199
742	25403	77168
743	25439	77138
744	25473	77105
745	25509	77076
746	25569	77120
747	25605	77089
748	25638	77053
749	25673	77020
750	25706	76983
751	25741	76950
752	25774	76912
753	25810	76882
754	25844	76848
755	25878	76814
756	25912	76780
757	25946	76743
758	25979	76707
759	26021	76695
760	26059	76670
761	26098	76651
762	26138	76633
763	26171	76597
764	26206	76564
765	26241	76533
766	26277	76502
767	26312	76470
768	26347	76438
769	26381	76403
770	26415	76369
771	26450	76336
772	26484	76302
773	26517	76263
774	26550	76224
775	26599	76233
776	26652	76254
777	26687	76221
778	26721	76184
779	26755	76149
780	26789	76115
781	26825	76086
782	26860	76052
783	26892	76012
784	26928	75981
785	26962	75948
786	26997	75914
787	27033	75885
788	27077	75879
789	27117	75860
790	27154	75833
791	27188	75799
792	27223	75764
793	27257	75731
794	27292	75698
795	27327	75665
796	27361	75631
797	27394	75593
798	27429	75560
799	27465	75528
800	27498	75491
801	27532	75455
802	27566	75421
803	27600	75386
804	27666	75437
805	27701	75406
806	27736	75372
807	27771	75340
808	27805	75306
809	27838	75265
810	27872	75231
811	27905	75194
812	27938	75156
813	27973	75122
814	28008	75089
815	28043	75056
816	28078	75025
817	28118	75006
818	28159	74988
819	28195	74958
820	28230	74925
821	28262	74885
822	28299	74858
823	28333	74823
824	28367	74787
825	28402	74753
826	28435	74717
827	28470	74683
828	28504	74648
829	28538	74612
830	28574	74581
831	28607	74543
832	28640	74507
833	28673	74469
834	28737	74510
835	28771	74476
836	28808	74446
837	28841	74409
838	28877	74378
839	28919	74364
840	28959	74345
841	28997	74319
842	29037	74298
843	29077	74277
844	29114	74250
845	29159	74244
846	29199	74222
847	29241	74206
848	29282	74188
849	29320	74164
850	29358	74137
851	29396	74111
852	29438	74096
853	29475	74067
854	29511	74036
855	29548	74010
856	29584	73978
857	29620	73947
858	29659	73923
859	29696	73895
860	29765	73948
861	29806	73928
862	29841	73895
863	29880	73871
864	29919	73846
865	29954	73814
866	29989	73779
867	30023	73744
868	30057	73708
869	30093	73677
870	30134	73658
871	30177	73644
872	30220	73630
873	30263	73615
874	30306	73602
875	30346	73581
876	30390	73567
877	30432	73550
878	30478	73544
879	30518	73522
880	30557	73497
881	30597	73475
882	30635	73447
883	30669	73412
884	30703	73377
885	30738	73342
886	30771	73302
887	30839	73347
888	30875	73317
889	30910	73283
890	30944	73246
891	30977	73206
892	31011	73170
893	31046	73135
894	31082	73103
895	31115	73065
896	31150	73031
897	31184	72995
898	31217	72956
899	31252	72923
900	31292	72901
901	31336	72887
902	31373	72856
903	31406	72818
904	31442	72787
905	31479	72758
906	31523	72742
907	31564	72722
908	31605	72704
909	31648	72687
910	31685	72658
911	31721	72625
912	31755	72589
913	31788	72549
914	31822	72513
915	31887	72547
916	31925	72518
917	31960	72485
918	31994	72449
919	32032	72421
920	32069	72392
921	32103	72354
922	32136	72315
923	32171	72281
924	32205	72244
925	32237	72204
926	32272	72168
927	32304	72129
928	32346	72108
929	32384	72082
930	32423	72055
931	32458	72021
932	32493	71987
933	32527	71950
934	32561	71912
935	32595	71877
936	32629	71839
937	32663	71803
938	32696	71765
939	32728	71724
940	32761	71684
941	32795	71648
942	32828	71609
943	32861	71571
944	32933	71616
945	32968	71582
946	33002	71545
947	33035	71508
948	33071	71474
949	33105	71437
950	33140	71404
951	33173	71364
952	33206	71325
953	33240	71289
954	33272	71248
955	33305	71210
956	33339	71172
957	33377	71144
958	33415	71116
959	33455	71092
960	33489	71055
961	33521	71015
962	33555	70978
963	33588	70939
964	33620	70898
965	33654	70863
966	33688	70824
967	33722	70788
968	33756	70752
969	33791	70718
970	33826	70683
971	33859	70645
972	33893	70609
973	33954	70628
974	34004	70625
975	34039	70589
976	34076	70560
977	34110	70523
978	34145	70487
979	34178	70450
980	34211	70410
981	34247	70377
982	34280	70340
983	34315	70305
984	34349	70267
985	34382	70230
986	34428	70216
987	34468	70192
988	34507	70166
989	34541	70128
990	34575	70092
991	34608	70055
992	34643	70019
993	34678	69985
994	34712	69947
995	34747	69913
996	34781	69876
997	34815	69839
998	34848	69802
999	34882	69765
1000	34916	69728
1001	34950	69691
1002	35019	69725
1003	35058	69698
1004	35095	69667
1005	35130	69632
1006	35165	69596
1007	35198	69558
1008	35232	69522
1009	35267	69487
1010	35300	69449
1011	35335	69414
1012	35368	69374
1013	35403	69341
1014	35439	69308
1015	35484	69292
1016	35527	69273
1017	35572	69257
1018	35606	69220
1019	35640	69184
1020	35674	69148
1021	35709	69113
1022	35744	69078
1023	35778	69042
1024	35813	69007
1025	35849	68972
1026	35884	68938
1027	35917	68900
1028	35950	68862
1029	35986	68828
1030	36047	68843
1031	36104	68851
1032	36138	68813
1033	36173	68778
1034	36208	68744
1035	36244	68709
1036	36278	68674
1037	36311	68634
1038	36343	68595
1039	36377	68557
1040	36410	68519
1041	36445	68483
1042	36480	68448
1043	36524	68430
1044	36560	68398
1045	36601	68374
1046	36636	68338
1047	36670	68301
1048	36704	68264
1049	36738	68228
1050	36772	68191
1051	36807	68157
1052	36840	68118
1053	36875	68083
1054	36909	68046
1055	36943	68010
1056	36978	67974
1057	37013	67939
1058	37049	67906
1059	37084	67871
1060	37162	67914
1061	37195	67876
1062	37229	67838
1063	37262	67801
1064	37295	67762
1065	37328	67724
1066	37361	67685
1067	37396	67650
1068	37431	67614
1069	37466	67579
1070	37501	67543
1071	37535	67508
1072	37572	67476
1073	37614	67453
1074	37653	67425
1075	37690	67395
1076	37725	67359
1077	37760	67324
1078	37793	67285
1079	37829	67252
1080	37863	67214
1081	37898	67181
1082	37932	67143
1083	37966	67106
1084	38000	67069
1085	38033	67031
1086	38070	67000
1087	38104	66963
1088	38139	66927
1089	38210	66955
1090	38244	66918
1091	38276	66879
1092	38312	66845
1093	38345	66807
1094	38378	66768
1095	38413	66732
1096	38446	66693
1097	38480	66657
1098	38514	66620
1099	38547	66581
1100	38582	66547
1101	38618	66512
1102	38655	66481
1103	38695	66455
1104	38734	66426
1105	38768	66390
1106	38802	66353
1107	38836	66316
1108	38870	66279
1109	38905	66243
1110	38937	66205
1111	38973	66170
1112	39007	66133
1113	39042	66098
1114	39077	66063
1115	39110	66026
1116	39143	65986
1117	39177	65950
1118	39320	66095
1119	39358	66065
1120	39393	66030
1121	39429	65997
1122	39464	65961
1123	39499	65926
1124	39531	65886
1125	39566	65850
1126	39600	65813
1127	39633	65774
1128	39667	65738
1129	39700	65699
1130	39734	65662
1131	39773	65633
1132	39815	65609
1133	39852	65577
1134	39888	65543
1135	39921	65505
1136	39956	65470
1137	39990	65432
1138	40023	65393
1139	40061	65362
1140	40095	65326
1141	40130	65290
1142	40164	65254
1143	40199	65218
1144	40232	65180
1145	40266	65142
1146	40300	65105
1147	40376	65136
1148	40415	65108
1149	40449	65071
1150	40484	65035
1151	40516	64995
1152	40552	64960
1153	40593	64935
1154	40626	64897
1155	40661	64861
1156	40696	64826
1157	40731	64790
1158	40764	64751
1159	40799	64716
1160	40839	64689
1161	40881	64664
1162	40921	64636
1163	40964	64614
1164	41008	64592
1165	41059	64581
1166	41096	64549
1167	41131	64514
1168	41165	64477
1169	41200	64442
1170	41236	64407
1171	41270	64370
1172	41304	64334
1173	41336	64294
1174	41370	64256
1175	41444	64281
1176	41483	64251
1177	41525	64227
1178	41568	64203
1179	41608	64176
1180	41645	64142
1181	41680	64107
1182	41713	64068
1183	41747	64031
1184	41782	63995
1185	41825	63972
1186	41866	63945
1187	41908	63921
1188	41948	63893
1189	41995	63875
1190	42035	63846
1191	42072	63814
1192	42105	63776
1193	42140	63740
1194	42174	63702
1195	42208	63665
1196	42241	63627
1197	42277	63592
1198	42312	63557
1199	42346	63519
1200	42381	63483
1201	42415	63447
1202	42481	63457
1203	42530	63442
1204	42565	63405
1205	42597	63366
1206	42633	63331
1207	42666	63293
1208	42701	63256
1209	42734	63218
1210	42769	63183
1211	42804	63146
1212	42839	63111
1213	42874	63075
1214	42907	63037
1215	42949	63010
1216	42990	62984
1217	43030	62956
1218	43070	62927
1219	43110	62898
1220	43147	62866
1221	43184	62833
1222	43225	62806
1223	43259	62768
1224	43295	62734
1225	43329	62697
1226	43364	62660
1227	43399	62625
1228	43434	62589
1229	43471	62557
1230	43505	62519
1231	43584	62546
1232	43620	62512
1233	43657	62478
1234	43692	62443
1235	43727	62407
1236	43768	62380
1237	43808	62350
1238	43844	62316
1239	43876	62275
1240	43912	62241
1241	43946	62204
1242	43981	62169
1243	44021	62139
1244	44062	62112
1245	44103	62084
1246	44142	62054
1247	44178	62019
1248	44211	61981
1249	44245	61944
1250	44281	61909
1251	44315	61872
1252	44350	61835
1253	44387	61802
1254	44427	61773
1255	44465	61742
1256	44500	61706
1257	44536	61671
1258	44569	61632
1259	44641	61647
1260	44678	61614
1261	44714	61580
1262	44750	61544
1263	44785	61509
1264	44819	61471
1265	44854	61436
1266	44898	61412
1267	44938	61382
1268	44974	61348
1269	45011	61315
1270	45053	61288
1271	45098	61265
1272	45145	61246
1273	45189	61221
1274	45272	61251
1275	45344	61264
1276	45396	61251
1277	45452	61243
1278	45492	61214
1279	45533	61185
1280	45571	61153
1281	45609	61120
1282	45648	61090
1283	45729	61115
1284	45772	61089
1285	45812	61060
1286	45851	61028
1287	45893	61000
1288	45930	60967
1289	45965	60931
1290	46001	60896
1291	46042	60867
1292	46075	60828
1293	46109	60790
1294	46145	60754
1295	46190	60732
1296	46229	60700
1297	46271	60673
1298	46307	60638
1299	46345	60605
1300	46392	60584
1301	46441	60566
1302	46486	60542
1303	46533	60521
1304	46574	60493
1305	46617	60467
1306	46657	60437
1307	46702	60413
1308	46797	60454
1309	46842	60430
1310	46881	60398
1311	46922	60369
1312	46965	60343
1313	47005	60312
1314	47051	60290
1315	47092	60260
1316	47137	60236
1317	47174	60202
1318	47215	60173
1319	47253	60140
1320	47285	60100
1321	47321	60065
1322	47357	60029
1323	47392	59991
1324	47425	59952
1325	47457	59912
1326	47495	59879
1327	47537	59851
1328	47610	59862
1329	47690	59881
1330	47738	59861
1331	47776	59827
1332	47828	59812
1333	47902	59824
1334	47937	59787
1335	47975	59754
1336	48014	59721
1337	48057	59694
1338	48092	59657
1339	48126	59618
1340	48160	59581
1341	48193	59541
1342	48228	59505
1343	48263	59467
1344	48297	59429
1345	48331	59391
1346	48365	59353
1347	48401	59317
1348	48436	59280
1349	48470	59241
1350	48502	59200
1351	48535	59161
1352	48575	59130
1353	48608	59091
1354	48642	59052
1355	48677	59015
1356	48711	58977
1357	48745	58939
1358	48778	58900
1359	48813	58863
1360	48848	58825
1361	48916	58829
1362	48978	58823
1363	49019	58794
1364	49054	58757
1365	49088	58719
1366	49127	58687
1367	49162	58649
1368	49196	58612
1369	49231	58575
1370	49265	58536
1371	49299	58498
1372	49334	58461
1373	49368	58422
1374	49412	58397
1375	49453	58366
1376	49493	58335
1377	49529	58299
1378	49564	58262
1379	49598	58224
1380	49632	58185
1381	49668	58150
1382	49700	58110
1383	49736	58073
1384	49771	58036
1385	49805	57998
1386	49839	57959
1387	49874	57922
1388	49907	57883
1389	49959	57866
1390	50040	57882
1391	50077	57847
1392	50112	57811
1393	50147	57773
1394	50182	57737
1395	50216	57699
1396	50251	57660
1397	50283	57621
1398	50317	57582
1399	50352	57545
1400	50388	57509
1401	50423	57472
1402	50463	57441
1403	50503	57409
1404	50547	57382
1405	50586	57350
1406	50621	57313
1407	50654	57274
1408	50689	57236
1409	50722	57197
1410	50757	57160
1411	50790	57121
1412	50825	57084
1413	50860	57047
1414	50895	57010
1415	50928	56971
1416	50962	56932
1417	50998	56896
1418	51084	56917
1419	51123	56884
1420	51162	56851
1421	51198	56814
1422	51234	56778
1423	51268	56740
1424	51302	56703
1425	51338	56666
1426	51372	56628
1427	51406	56590
1428	51441	56553
1429	51476	56515
1430	51510	56478
1431	51555	56451
1432	51597	56422
1433	51637	56391
1434	51672	56353
1435	51710	56319
1436	51744	56281
1437	51779	56244
1438	51812	56205
1439	51850	56171
1440	51883	56132
1441	51916	56092
1442	51953	56058
1443	51987	56020
1444	52028	55989
1445	52062	55951
1446	52192	56015
1447	52260	56013
1448	52297	55978
1449	52338	55947
1450	52375	55912
1451	52413	55879
1452	52448	55841
1453	52486	55807
1454	52521	55770
1455	52556	55733
1456	52595	55699
1457	52631	55663
1458	52669	55629
1459	52706	55594
1460	52746	55562
1461	52784	55528
1462	52825	55497
1463	52860	55459
1464	52894	55421
1465	52929	55384
1466	52964	55346
1467	52998	55308
1468	53035	55274
1469	53070	55236
1470	53102	55196
1471	53137	55159
1472	53171	55121
1473	53204	55081
1474	53275	55081
1475	53333	55067
1476	53372	55034
1477	53408	54998
1478	53443	54961
1479	53479	54924
1480	53513	54886
1481	53546	54847
1482	53585	54813
1483	53620	54776
1484	53660	54744
1485	53697	54709
1486	53730	54670
1487	53771	54638
1488	53811	54606
1489	53852	54575
1490	53889	54540
1491	53924	54502
1492	53959	54465
1493	53997	54431
1494	54034	54396
1495	54068	54358
1496	54101	54318
1497	54135	54280
1498	54168	54240
1499	54204	54204
1500	54238	54166
1501	54271	54127
1502	54339	54122
1503	54404	54115
1504	54438	54076
1505	54474	54040
1506	54507	54001
1507	54541	53962
1508	54576	53925
1509	54610	53886
1510	54644	53849
1511	54683	53815
1512	54717	53777
1513	54752	53740
1514	54787	53702
1515	54829	53671
1516	54872	53642
1517	54912	53610
1518	54949	53574
1519	54985	53538
1520	55026	53507
1521	55059	53467
1522	55093	53429
1523	55127	53390
1524	55162	53353
1525	55196	53315
1526	55230	53277
1527	55264	53238
1528	55297	53199
1529	55332	53162
1530	55365	53123
1531	55448	53132
1532	55485	53096
1533	55519	53058
1534	55556	53022
1535	55590	52985
1536	55625	52947
1537	55659	52909
1538	55695	52873
1539	55729	52834
1540	55764	52796
1541	55797	52758
1542	55831	52720
1543	55866	52682
1544	55907	52650
1545	55950	52620
1546	55988	52586
1547	56026	52551
1548	56061	52514
1549	56096	52477
1550	56130	52439
1551	56164	52401
1552	56198	52363
1553	56231	52323
1554	56264	52284
1555	56297	52245
1556	56333	52208
1557	56369	52172
1558	56403	52133
1559	56437	52095
1560	56520	52103
1561	56557	52068
1562	56592	52029
1563	56629	51994
1564	56663	51956
1565	56696	51917
1566	56731	51879
1567	56764	51841
1568	56798	51803
1569	56833	51765
1570	56869	51728
1571	56903	51691
1572	56937	51653
1573	56981	51623
1574	57022	51591
1575	57057	51554
1576	57095	51520
1577	57134	51486
1578	57169	51449
1579	57204	51411
1580	57239	51374
1581	57272	51335
1582	57308	51298
1583	57344	51262
1584	57378	51224
1585	57410	51184
1586	57444	51146
1587	57478	51107
1588	57512	51069
1589	57598	51077
1590	57639	51045
1591	57674	51008
1592	57707	50969
1593	57739	50929
1594	57772	50890
1595	57807	50853
1596	57841	50814
1597	57874	50776
1598	57909	50738
1599	57943	50700
1600	57977	50662
1601	58014	50626
1602	58055	50594
1603	58095	50561
1604	58131	50525
1605	58167	50489
1606	58204	50453
1607	58240	50417
1608	58275	50380
1609	58309	50342
1610	58345	50305
1611	58378	50266
1612	58412	50228
1613	58446	50190
1614	58480	50151
1615	58514	50114
1616	58549	50076
1617	58583	50038
1618	58651	50029
1619	58722	50023
1620	58761	49989
1621	58797	49952
1622	58831	49914
1623	58865	49876
1624	58897	49836
1625	58932	49798
1626	58965	49760
1627	59001	49723
1628	59033	49684
1629	59068	49646
1630	59102	49608
1631	59140	49573
1632	59181	49541
1633	59229	49514
1634	59265	49478
1635	59300	49441
1636	59334	49402
1637	59367	49364
1638	59401	49325
1639	59436	49288
1640	59469	49249
1641	59503	49211
1642	59535	49172
1643	59569	49134
1644	59603	49096
1645	59637	49058
1646	59671	49019
1647	59746	49015
1648	59811	49002
1649	59846	48965
1650	59881	48927
1651	59916	48890
1652	59950	48852
1653	59984	48814
1654	60020	48778
1655	60059	48743
1656	60094	48707
1657	60128	48668
1658	60166	48633
1659	60199	48595
1660	60240	48562
1661	60278	48527
1662	60319	48494
1663	60357	48459
1664	60390	48421
