iter	MultiClass
243	0.4696178359
244	0.4695027821
245	0.4694019243
246	0.4692026926
247	0.4689893718
248	0.4689749574
249	0.4689383178
250	0.468783248
251	0.4686713259
252	0.4685122022
253	0.4683202103
254	0.4681791914
255	0.4680165365
256	0.4679774632
257	0.4678874038
258	0.4678077616
259	0.4676889523
260	0.4676643477
261	0.4675688915
262	0.4675451196
263	0.467516439
264	0.4673433978
265	0.4672998151
266	0.4671888915
267	0.467006877
268	0.4667541399
269	0.4665071715
270	0.4664068778
271	0.4663591742
272	0.4663284105
273	0.4661344249
274	0.4660232275
275	0.4659502876
276	0.4658480013
277	0.4655774648
278	0.465552184
279	0.4654740737
280	0.4653510097
281	0.4652070574
282	0.4651636964
283	0.4650392945
284	0.464885041
285	0.4646969814
286	0.4646300782
287	0.4645900965
288	0.4645649639
289	0.4644061625
290	0.4642578703
291	0.464155489
292	0.4641262998
293	0.4639688436
294	0.4637921492
295	0.4637064525
296	0.4635494824
297	0.463476663
298	0.4633883996
299	0.4632448493
300	0.4631681592
301	0.4629792495
302	0.4628735497
303	0.4627103535
304	0.462624546
305	0.4625489985
306	0.4622447911
307	0.4621387341
308	0.4620555385
309	0.4618020935
310	0.4616955739
311	0.4616166813
312	0.4615187223
313	0.4612760286
314	0.4612363131
315	0.4610954541
316	0.4610349202
317	0.4609198393
318	0.4608028588
319	0.4607145138
320	0.4604526639
321	0.4602621704
322	0.4601377758
323	0.4600556311
324	0.4599338857
325	0.4597150762
326	0.4594618257
327	0.4593841194
328	0.4593495985
329	0.4591091837
330	0.4590089256
331	0.458926488
332	0.4587836026
333	0.4586347345
334	0.4584362668
335	0.4583195451
336	0.4581134014
337	0.4580737732
338	0.4580324561
339	0.4578357219
340	0.4577244703
341	0.4575129531
342	0.4573326336
343	0.4571979573
344	0.4569998446
345	0.4568197277
346	0.4565188089
347	0.4563681067
348	0.4561725894
349	0.4560137596
350	0.4559251315
351	0.4557277123
352	0.4556162153
353	0.4554637622
354	0.455379789
355	0.4553223226
356	0.4552162392
357	0.4551313995
358	0.4549453612
359	0.4548673532
360	0.4546889809
361	0.4544948916
362	0.4543456994
363	0.4541610671
364	0.454104862
365	0.454024871
366	0.4539004717
367	0.4537306088
368	0.4535343785
369	0.4534397199
370	0.4533526704
371	0.4532409984
372	0.4531721687
373	0.453034636
374	0.4528021617
375	0.4526112154
376	0.4525229201
377	0.4523672036
378	0.4522610742
379	0.4521678711
380	0.4520438386
381	0.4519579735
382	0.4519065456
383	0.451786436
384	0.4517199942
385	0.4516575845
386	0.4515614349
387	0.4515337379
388	0.4514236812
389	0.4512624809
390	0.4511081777
391	0.4509761449
392	0.450905621
393	0.4508473543
394	0.4507176879
395	0.4505254839
396	0.45031098
397	0.4501846508
398	0.450004675
399	0.4499441147
400	0.4497859425
401	0.4494799725
402	0.4493974606
403	0.4492075754
404	0.4490679814
405	0.4490197327
406	0.4489326684
407	0.4488278895
408	0.4487141846
409	0.4486566092
410	0.448534956
411	0.4482871377
412	0.44814283
413	0.4479158234
414	0.4477657824
415	0.4476355128
416	0.4475031521
417	0.4472912512
418	0.447209451
419	0.4471509397
420	0.4470355932
421	0.4469963539
422	0.4468758597
423	0.4467351525
424	0.4466621934
425	0.4465069194
426	0.4464035798
427	0.4462958622
428	0.4462506466
429	0.4461240788
430	0.4460846947
431	0.4460059626
432	0.4458924848
433	0.4457916126
434	0.4455821621
435	0.4454162118
436	0.4453184734
437	0.4452030193
438	0.4450984297
439	0.4450355603
440	0.4449573723
441	0.4448831837
442	0.4447941031
443	0.4446936847
444	0.4445973527
445	0.4444878938
446	0.4443601555
447	0.4441560234
448	0.4439755531
449	0.4438928695
450	0.443801076
451	0.4437562592
452	0.4436295004
453	0.4434973776
454	0.4433214572
455	0.4432633362
456	0.4431456025
457	0.4430506549
458	0.4429304167
459	0.442841048
460	0.44270652
461	0.4426273051
462	0.4425461774
463	0.4424877432
464	0.4423882684
465	0.4423070675
466	0.4422203085
467	0.4421661907
468	0.4420911467
469	0.4420673418
470	0.4418412115
471	0.4417536357
472	0.4415823186
473	0.4415139576
474	0.4413825432
475	0.4413406198
476	0.4412895521
477	0.4411359978
478	0.4409930281
479	0.4409139133
480	0.4407778798
481	0.4406868309
482	0.4405719008
483	0.4404631453
484	0.4404185769
485	0.4402561987
486	0.4401508865
487	0.4400189794
488	0.4399751345
489	0.4399024904
490	0.4397928426
491	0.4396517388
492	0.4395864575
493	0.4394426346
494	0.4392965504
495	0.4391177641
496	0.4389798626
497	0.438883018
498	0.4387767476
499	0.4387104318
500	0.4386165516
501	0.4385819431
502	0.4384796425
503	0.4383835537
504	0.4383232187
505	0.4382654698
506	0.4381781865
507	0.4381097611
508	0.4380726955
509	0.4378960083
510	0.4377415627
511	0.4375701346
512	0.4375018834
513	0.4374434181
514	0.4373379258
515	0.4371830046
516	0.4370282078
517	0.436947993
518	0.4367450901
519	0.4366823707
520	0.4365181152
521	0.436505152
522	0.436382892
523	0.4362364939
524	0.4361996434
525	0.4360895742
526	0.4360301824
527	0.4359836406
528	0.4358733099
529	0.4357494706
530	0.435611532
531	0.4355385388
532	0.4354079057
533	0.4353890587
534	0.4353663628
535	0.4353070744
536	0.4351392233
537	0.4350870602
538	0.4350323304
539	0.4350092075
540	0.4349400621
541	0.43488721
542	0.4348248391
543	0.4347384552
544	0.4346300817
545	0.4345764467
546	0.4344731697
547	0.4344203232
548	0.4343173273
549	0.4342356032
550	0.4341617934
551	0.4340388414
552	0.4339828623
553	0.4338157366
554	0.4337147297
555	0.433669216
556	0.4335696643
557	0.4335162855
558	0.4333963478
559	0.4333009301
560	0.4332096332
561	0.4331012475
562	0.4329409348
563	0.4328885329
564	0.4328331368
565	0.4327513989
566	0.4327174474
567	0.4326650577
568	0.4325559632
569	0.4325107045
570	0.4324434654
571	0.4323565662
572	0.4323127292
573	0.4322257106
574	0.432178439
575	0.4320799577
576	0.4319980126
577	0.4319194004
578	0.4318254797
579	0.4316745576
580	0.4315977823
581	0.4314925282
582	0.4313286096
583	0.4312560268
584	0.4312134348
585	0.4311215767
586	0.4310434913
587	0.4310048252
588	0.4309515352
589	0.4309286817
590	0.4308694886
591	0.4308190049
592	0.4306529704
593	0.4306347938
594	0.4305794968
595	0.4305128938
596	0.4303772008
597	0.4302599239
598	0.430141875
599	0.4300522577
600	0.4299964667
601	0.4299495512
602	0.429862299
603	0.4297651671
604	0.4297337562
605	0.4296480723
606	0.4295829906
607	0.4295314372
608	0.4293982327
609	0.4293326239
610	0.4292725238
611	0.4291461103
612	0.4291256574
613	0.4290904026
614	0.4290350381
615	0.4289549574
616	0.4287579952
617	0.4284962064
618	0.428426559
619	0.4283468418
620	0.4283297459
621	0.4282780303
622	0.4281392059
623	0.428097169
624	0.4280081056
625	0.4279270515
626	0.4276991564
627	0.4274979783
628	0.4274554505
629	0.4273932403
630	0.4273532697
631	0.427286773
632	0.4272338443
633	0.4272143639
634	0.4271192804
635	0.4270204522
636	0.4269065314
637	0.42672615
638	0.4266432315
639	0.4265442812
640	0.4264460718
641	0.4264191779
642	0.4263108392
643	0.4262688488
644	0.4262148752
645	0.42611062
646	0.4260100934
647	0.4259178274
648	0.4258578786
649	0.4258010111
650	0.4257468821
651	0.4256207377
652	0.4255012915
653	0.4254142353
654	0.4253410827
655	0.4253036087
656	0.4251147686
657	0.4250683146
658	0.4249667085
659	0.4248912872
660	0.4248463368
661	0.4247318616
662	0.4246439908
663	0.4246208776
664	0.4246001171
665	0.4244407312
666	0.4243517007
667	0.4242430982
668	0.4241128326
669	0.4240021819
670	0.4238091475
671	0.4236795071
672	0.4235772879
673	0.4235061029
674	0.4234599463
675	0.42328729
676	0.4231548765
677	0.4230877446
678	0.4229867108
679	0.4228894529
680	0.4226511523
681	0.4225923013
682	0.4225064102
683	0.422424041
684	0.4223523638
685	0.4223375027
686	0.4222901251
687	0.4222111754
688	0.4221663444
689	0.4220670599
690	0.4220263378
691	0.4219683393
692	0.4217375925
693	0.4215553061
694	0.4215443094
695	0.4214238789
696	0.4213544728
697	0.4213090534
698	0.4212441584
699	0.4211765609
700	0.421106588
701	0.4209640163
702	0.4208793987
703	0.4208383149
704	0.4207167958
705	0.4206867795
706	0.4206230085
707	0.4204571533
708	0.4203394706
709	0.4202478357
710	0.4201328825
711	0.4200953997
712	0.4199529571
713	0.4198345984
714	0.4197896284
715	0.4196883678
716	0.4196496163
717	0.4195796347
718	0.419518288
719	0.4194021734
720	0.4193365156
721	0.4192565308
722	0.4191407968
723	0.4190561452
724	0.4190493611
725	0.4189868466
726	0.4189425064
727	0.418861874
728	0.4186226126
729	0.4185322147
730	0.4184282687
731	0.41829661
732	0.4180808609
733	0.4178671346
734	0.4178139923
735	0.4177414277
736	0.4176967013
737	0.4175804672
738	0.4175290744
739	0.417460622
740	0.4174418687
741	0.4174031781
742	0.4172854973
743	0.4172189508
744	0.4171338477
745	0.4169997809
746	0.4168807211
747	0.4168507523
748	0.4168219301
749	0.4168115478
750	0.4167317173
751	0.4166168076
752	0.4165807296
753	0.4165615151
754	0.4164691414
755	0.4163354602
756	0.4162753075
757	0.4162408647
758	0.4162155991
759	0.4161947669
760	0.4161094736
761	0.4160619501
762	0.4159983227
763	0.4158507083
764	0.4157003357
765	0.4154449249
766	0.415410796
767	0.4153866537
768	0.4153300123
769	0.4152739992
770	0.4151344729
771	0.4150531988
772	0.4149610244
773	0.4148896625
774	0.4148510214
775	0.4147628535
776	0.414706611
777	0.4146248885
778	0.4145916796
779	0.4144780372
780	0.4144414432
781	0.4143630768
782	0.4142641056
783	0.4141940728
784	0.4141824755
785	0.4141084867
786	0.4140551115
787	0.4139528201
788	0.4138454295
789	0.4137812675
790	0.4136972314
791	0.413606536
792	0.4135482993
793	0.413434255
794	0.4133792872
795	0.4132467554
796	0.4131686228
797	0.4131262688
798	0.4130516045
799	0.4130419913
800	0.4129042175
801	0.4127940578
802	0.4126983828
803	0.412510084
804	0.4123882043
805	0.4123157249
806	0.4121715458
807	0.4121138588
808	0.4120513975
809	0.411997998
810	0.4119070965
811	0.4118394922
812	0.4117827664
813	0.4117548157
814	0.4116913185
815	0.411613159
816	0.4115651572
817	0.411519768
818	0.4113888699
819	0.4112716255
820	0.4111870962
821	0.4110745001
822	0.4109895717
823	0.4109319187
824	0.4108875703
825	0.4107463269
826	0.4106776102
827	0.410659391
828	0.4105358259
829	0.4104931522
830	0.4104609421
831	0.4104426052
832	0.4103187436
833	0.4102259084
834	0.4100955126
835	0.4100501485
836	0.4099978572
837	0.4099247856
838	0.4098020274
839	0.4097459346
840	0.4097228597
841	0.4096301215
842	0.4095769729
843	0.4095520324
844	0.4094675897
845	0.4093798038
846	0.4092885356
847	0.4092248002
848	0.4091836033
849	0.4090584271
850	0.4090333704
851	0.4089992433
852	0.4089339038
853	0.4087103586
854	0.4086867077
855	0.4085627867
856	0.4084572639
857	0.4084045607
858	0.4082730926
859	0.4081933521
860	0.4081326505
861	0.4079860563
862	0.4079108395
863	0.4077792228
864	0.4077648937
865	0.4077037016
866	0.4076513448
867	0.4076092969
868	0.4075595279
869	0.4075195035
870	0.4074754872
871	0.4074514997
872	0.4073853114
873	0.4073536972
874	0.4072675334
875	0.4071885996
876	0.407085362
877	0.4070484028
878	0.4069724958
879	0.4069487593
880	0.4068518286
881	0.4068130729
882	0.4067786489
883	0.4067417478
884	0.4067144223
885	0.4066630213
886	0.4066209855
887	0.4065184279
888	0.4064828888
889	0.4064162647
890	0.4063803522
891	0.4063514211
892	0.4063093328
893	0.406225706
894	0.4061615401
895	0.4061365485
896	0.4060972871
897	0.406014547
898	0.4059560025
899	0.4058311238
900	0.405717571
901	0.405658567
902	0.40562662
903	0.4054807529
904	0.4054033879
905	0.4053099127
906	0.4051129589
907	0.4049998146
908	0.404975442
909	0.4048552827
910	0.4047706123
911	0.40470171
912	0.4046096206
913	0.4044612609
914	0.4044122657
915	0.4043172623
916	0.4042323623
917	0.4041943958
918	0.404127921
919	0.4039890747
920	0.403917308
921	0.4038592967
922	0.4037273345
923	0.4036903953
924	0.4036386392
925	0.4036100145
926	0.403540131
927	0.4035012155
928	0.4034532973
929	0.4033647573
930	0.4032764143
931	0.4032242494
932	0.4031787435
933	0.4030917456
934	0.4030347244
935	0.4029369531
936	0.4028217051
937	0.4027655085
938	0.4027265266
939	0.4026978776
940	0.4026022318
941	0.402527367
942	0.402490931
943	0.4024349984
944	0.4023735112
945	0.4023261224
946	0.4022542863
947	0.4022028246
948	0.4020772105
949	0.4020476928
950	0.4019828117
951	0.4019119341
952	0.4018534814
953	0.4017585715
954	0.4016973538
955	0.4015631687
956	0.4015365393
957	0.4014780745
958	0.4014131874
959	0.4013823504
960	0.4012952095
961	0.401263058
962	0.4011752522
963	0.4011539015
964	0.4010479672
965	0.4010363928
966	0.4010152392
967	0.4009356456
968	0.4008469883
969	0.400787248
970	0.400781624
971	0.4007590208
972	0.4006974327
973	0.4006428402
974	0.4006112436
975	0.4005768508
976	0.4004981402
977	0.4003304826
978	0.4002632006
979	0.4002195179
980	0.4001470143
981	0.3999903461
982	0.3999128286
983	0.399857923
984	0.3997860719
985	0.3997856593
986	0.3997457277
987	0.3996695807
988	0.3996440775
989	0.3995390993
990	0.3995052659
991	0.3994656062
992	0.3993578121
993	0.3992342498
994	0.3990788228
995	0.3990558952
996	0.3989340243
997	0.3989174092
998	0.3988899435
999	0.398825361
1000	0.3987518854
1001	0.3986133371
1002	0.3985336779
1003	0.3984174939
1004	0.3983449891
1005	0.3982901558
1006	0.3981012154
1007	0.398040821
1008	0.3979725981
1009	0.3979128192
1010	0.3979104796
1011	0.39786722
1012	0.397781737
1013	0.3977238735
1014	0.3976427279
1015	0.3975843579
1016	0.3975222841
1017	0.3974364134
1018	0.3973568742
1019	0.39726396
1020	0.3972147954
1021	0.3971799719
1022	0.3971262797
1023	0.396920949
1024	0.3968315521
1025	0.3968160714
1026	0.3967433854
1027	0.3967181949
1028	0.3966383717
1029	0.396583442
1030	0.3964463925
1031	0.3964288101
1032	0.3964006481
1033	0.3963285714
1034	0.3962188412
1035	0.396048878
1036	0.3959547937
1037	0.3959099566
1038	0.3958688904
1039	0.3957842104
1040	0.3956714666
1041	0.3956272443
1042	0.3956068974
1043	0.3955211452
1044	0.3954700269
1045	0.3953205606
1046	0.3952855052
1047	0.3951508161
1048	0.395079998
1049	0.3950551625
1050	0.3949870125
1051	0.394915463
1052	0.394801081
1053	0.3947231811
1054	0.3946887922
1055	0.3945678215
1056	0.3944840892
1057	0.3944031948
1058	0.3942780753
1059	0.3942516321
1060	0.3941779349
1061	0.3941240631
1062	0.3940719453
1063	0.393995387
1064	0.3939536819
1065	0.393841273
1066	0.3938081217
1067	0.3937887377
1068	0.3937162146
1069	0.3935911679
1070	0.3935441576
1071	0.3934849791
1072	0.3934152755
1073	0.3933862734
1074	0.3933806364
1075	0.3933468398
1076	0.3932729599
1077	0.3931779078
1078	0.3931073668
1079	0.3929927257
1080	0.3929281482
1081	0.3928154766
1082	0.3927962088
1083	0.3927421253
1084	0.3926810281
1085	0.392596362
1086	0.3925045429
1087	0.3924843492
1088	0.3924238118
1089	0.3923507974
1090	0.3922791649
1091	0.3922306669
1092	0.3921371443
1093	0.3920338213
1094	0.3919909842
1095	0.3917836297
1096	0.3916531248
1097	0.3915371608
1098	0.391411455
1099	0.3913730393
1100	0.3913112488
1101	0.3912961188
1102	0.3912443893
1103	0.3912035362
1104	0.3911256459
1105	0.3910462539
1106	0.3909174937
1107	0.3908325723
1108	0.3907581297
1109	0.3905921254
1110	0.3905576858
1111	0.3905296784
1112	0.390487498
1113	0.3903718092
1114	0.3903176247
1115	0.3901868553
1116	0.3901441602
1117	0.3900119803
1118	0.3899187856
1119	0.3897620514
1120	0.3897484984
1121	0.3896975759
1122	0.3896477512
1123	0.3895301119
1124	0.3894869377
1125	0.3894145453
1126	0.3893606303
1127	0.3893414699
1128	0.3892993241
1129	0.3892235714
1130	0.3892103241
1131	0.3891127072
1132	0.3890935493
1133	0.3890225596
1134	0.3889827904
1135	0.3888654254
1136	0.3888122516
1137	0.3886338485
1138	0.3884800634
1139	0.3884356153
1140	0.3884027885
1141	0.3882407086
1142	0.3881571182
1143	0.3880648819
1144	0.388007834
1145	0.3879510761
1146	0.3879134576
1147	0.3878828578
1148	0.387706235
1149	0.3876715878
1150	0.3876143016
1151	0.3875260814
1152	0.3874983539
1153	0.3874567766
1154	0.3873280484
1155	0.3871008703
1156	0.386993334
1157	0.3869545467
1158	0.3868514544
1159	0.3868255177
1160	0.3867988552
1161	0.3867236517
1162	0.3866841727
1163	0.3866341417
1164	0.3865890317
1165	0.3865366949
1166	0.3865042614
1167	0.3864234836
1168	0.3863073533
1169	0.3862264703
1170	0.3861392665
1171	0.3860261631
1172	0.3860100917
1173	0.3859594083
1174	0.3859548399
1175	0.3858909971
1176	0.38570901
1177	0.3856042406
1178	0.3855270338
1179	0.3855098528
1180	0.3854600298
1181	0.3853530849
1182	0.3852697685
1183	0.3852272665
1184	0.385199313
1185	0.3850992767
1186	0.385055461
1187	0.3850235382
1188	0.3850010831
1189	0.3849603841
1190	0.3849123752
1191	0.384855162
1192	0.3847555558
1193	0.3847098891
1194	0.3845858903
1195	0.3845489516
1196	0.3844859265
1197	0.3844528567
1198	0.3844017367
1199	0.3843723923
1200	0.3842475318
1201	0.3842256843
1202	0.3841983217
1203	0.3840813271
1204	0.3840399276
1205	0.38399775
1206	0.3839726725
1207	0.3837728235
1208	0.3836732304
1209	0.3836229868
1210	0.3835691534
1211	0.3835218202
1212	0.3834955625
1213	0.3834465378
1214	0.3834020469
1215	0.3833046742
1216	0.3832006367
1217	0.3831641504
1218	0.3831058066
1219	0.383032469
1220	0.3830103444
1221	0.3829763278
1222	0.3829158935
1223	0.3828030709
1224	0.3827630928
1225	0.3827445874
1226	0.3827117658
1227	0.3826119154
1228	0.3825440977
1229	0.3824881851
1230	0.382413377
1231	0.3823949606
1232	0.3823479196
1233	0.3823084017
1234	0.3822982841
1235	0.3822046336
1236	0.3821579891
1237	0.3820787398
1238	0.3819540645
1239	0.381921721
1240	0.3818852696
1241	0.3818532538
1242	0.3818148702
1243	0.3816831299
1244	0.381538655
1245	0.3814233929
1246	0.3812993431
1247	0.3811812387
1248	0.3810470723
1249	0.3809442099
1250	0.3809174741
1251	0.3808906462
1252	0.3807344757
1253	0.3807268212
1254	0.380699786
1255	0.3806711942
1256	0.3805680943
1257	0.3804508906
1258	0.3803600285
1259	0.3801899067
1260	0.3801005722
1261	0.3800702927
1262	0.3800013654
1263	0.3799334999
1264	0.3799255922
1265	0.3798538649
1266	0.3798202296
1267	0.3798142084
1268	0.3796855277
1269	0.3796340462
1270	0.3795871296
1271	0.379521478
1272	0.3794859682
1273	0.3794366601
1274	0.3793088281
1275	0.3792523863
1276	0.3791665443
1277	0.3791396187
1278	0.3790817717
1279	0.3790181883
1280	0.3788445233
1281	0.3788113356
1282	0.3787739828
1283	0.3787445783
1284	0.3787421336
1285	0.378710817
1286	0.3786678798
1287	0.3786291895
1288	0.3786031605
1289	0.3785883225
1290	0.3784862268
1291	0.3783863855
1292	0.3782469625
1293	0.378184514
1294	0.378155834
1295	0.3781227475
1296	0.3780598191
1297	0.3779305427
1298	0.3778373197
1299	0.3777604153
1300	0.3777338133
1301	0.3776755228
1302	0.3776397693
1303	0.3774185409
1304	0.3773837558
1305	0.3773345487
1306	0.3772784285
1307	0.3772122265
1308	0.3771384284
1309	0.3770924848
1310	0.3769950198
1311	0.3769587562
1312	0.37691868
1313	0.3767142685
1314	0.3766456566
1315	0.3765674655
1316	0.3765448841
1317	0.3765203376
1318	0.3764769257
1319	0.3764591651
1320	0.3763739277
1321	0.3763415591
1322	0.376287677
1323	0.3762515399
1324	0.3762356573
1325	0.3760752113
1326	0.3760122156
1327	0.3759335441
1328	0.3758869967
1329	0.3757417374
1330	0.3757000918
1331	0.3755689819
1332	0.3754916084
1333	0.3754809005
1334	0.3754546998
1335	0.3754039609
1336	0.3752435924
1337	0.3751425431
1338	0.3750760787
1339	0.3750685923
1340	0.3749667767
1341	0.3749293128
1342	0.3748902041
1343	0.3748737435
1344	0.3748044106
1345	0.3747367843
1346	0.3747136177
1347	0.3746674933
1348	0.3746294895
1349	0.3746077602
1350	0.3745968819
1351	0.3745465774
1352	0.3745081814
1353	0.3744599744
1354	0.374350664
1355	0.3742371182
1356	0.3741264183
1357	0.3740255862
1358	0.3739579165
1359	0.3739415698
1360	0.3739318919
1361	0.3739022216
1362	0.3738698814
1363	0.3737261791
1364	0.3736649114
1365	0.3736334941
1366	0.3736163163
1367	0.3734865922
1368	0.3734672923
1369	0.3733398916
1370	0.3733190736
1371	0.3732501585
1372	0.373141544
1373	0.3731334933
1374	0.3730557208
1375	0.3730503968
1376	0.3729499682
1377	0.3728971342
1378	0.3728559721
1379	0.3728266608
1380	0.3727710164
1381	0.3726960135
1382	0.3726536774
1383	0.3725749824
1384	0.3725157224
1385	0.3724359033
1386	0.3724129615
1387	0.3723370135
1388	0.3722485679
1389	0.3721992133
1390	0.3721438619
1391	0.3721096615
1392	0.3720647459
1393	0.372026731
1394	0.3719908215
1395	0.3719248063
1396	0.3718728729
1397	0.3718484362
1398	0.371765624
1399	0.3716571784
1400	0.3716213905
1401	0.3715740988
1402	0.3715585257
1403	0.3714985116
1404	0.3713495253
1405	0.3712851021
1406	0.371222743
1407	0.3711003254
1408	0.3710748568
1409	0.3710054821
1410	0.3708794929
1411	0.3708442956
1412	0.3707879705
1413	0.3707099185
1414	0.3705990776
1415	0.3705323167
1416	0.3704650392
1417	0.3704202557
1418	0.3703351201
1419	0.3702503148
1420	0.3701489946
1421	0.3700578542
1422	0.3699619516
1423	0.3699409788
1424	0.3698527379
1425	0.3698160965
1426	0.3697597671
1427	0.3697240512
1428	0.3696804431
1429	0.3696221714
1430	0.3695550487
1431	0.3695164913
1432	0.3694527295
1433	0.3694049051
1434	0.3693112938
1435	0.3692323592
1436	0.3691780143
1437	0.3691593543
1438	0.3691384526
1439	0.3690339592
1440	0.369016171
1441	0.3689437725
1442	0.3688166292
1443	0.3686611702
1444	0.3686018022
1445	0.368516938
1446	0.3684865761
1447	0.3684140409
1448	0.368314776
1449	0.3681903713
1450	0.3681716394
1451	0.3681402059
1452	0.3680858531
1453	0.3680490586
1454	0.3680002376
1455	0.3678930437
1456	0.3678288647
1457	0.3678186533
1458	0.3677952388
1459	0.3677510804
1460	0.3677431346
1461	0.3676931995
1462	0.3676323643
1463	0.3675236938
1464	0.3674378152
1465	0.3674076774
1466	0.3673186631
1467	0.367292629
1468	0.3672230148
1469	0.3670904237
1470	0.3670123203
1471	0.3669456198
1472	0.3668882037
1473	0.3668498306
1474	0.3668356431
1475	0.3668315371
1476	0.3667527715
1477	0.3667436003
1478	0.3666931257
1479	0.3666352283
1480	0.3665797562
1481	0.366467895
1482	0.3664219589
1483	0.3664063895
1484	0.3663815359
1485	0.3663407861
1486	0.3663156823
1487	0.3662968307
1488	0.3662121242
1489	0.3661179422
1490	0.3660897115
1491	0.3659721854
1492	0.3659351107
1493	0.3659035781
1494	0.3657960534
1495	0.3657853215
1496	0.3657405664
1497	0.3656627129
1498	0.3656362049
1499	0.3655873039
1500	0.3654879638
1501	0.3654223387
1502	0.3654121179
1503	0.3653490826
1504	0.3652820965
1505	0.3652354611
1506	0.3651511534
1507	0.3651421734
1508	0.3650319086
1509	0.3650112452
1510	0.3649843641
1511	0.3648526452
