iter	Passed	Remaining
1663	80209	160805
1664	80251	160744
1665	80292	160681
1666	80338	160629
1667	80379	160566
1668	80429	160520
1669	80474	160467
1670	80580	160534
1671	80627	160483
1672	80679	160441
1673	80779	160498
1674	80830	160453
1675	80887	160424
1676	80933	160370
1677	80981	160322
1678	81021	160256
1679	81079	160228
1680	81127	160178
1681	81180	160140
1682	81228	160092
1683	81274	160040
1684	81320	159985
1685	81362	159925
1686	81409	159875
1687	81455	159821
1688	81498	159763
1689	81561	159744
1690	81660	159795
1691	81748	159825
1692	81798	159780
1693	81860	159758
1694	81931	159753
1695	81997	159741
1696	82042	159685
1697	82087	159630
1698	82134	159579
1699	82183	159532
1700	82228	159477
1701	82284	159444
1702	82336	159402
1703	82387	159359
1704	82449	159338
1705	82508	159309
1706	82570	159288
1707	82620	159242
1708	82668	159194
1709	82712	159137
1710	82843	159248
1711	82908	159231
1712	82972	159212
1713	83041	159202
1714	83103	159180
1715	83164	159155
1716	83223	159128
1717	83270	159076
1718	83332	159053
1719	83392	159028
1720	83443	158982
1721	83494	158939
1722	83547	158899
1723	83603	158866
1724	83658	158829
1725	83715	158798
1726	83769	158758
1727	83808	158692
1728	83856	158643
1729	83960	158699
1730	84007	158649
1731	84051	158591
1732	84094	158533
1733	84145	158489
1734	84186	158426
1735	84232	158372
1736	84275	158314
1737	84324	158266
1738	84378	158227
1739	84436	158196
1740	84487	158152
1741	84541	158115
1742	84589	158066
1743	84649	158038
1744	84713	158018
1745	84784	158012
1746	84842	157981
1747	84900	157949
1748	84957	157917
1749	85100	158044
1750	85162	158020
1751	85225	157997
1752	85289	157977
1753	85343	157939
1754	85390	157888
1755	85449	157856
1756	85512	157835
1757	85572	157807
1758	85632	157780
1759	85689	157746
1760	85738	157698
1761	85791	157658
1762	85835	157600
1763	85881	157546
1764	85939	157514
1765	85997	157483
1766	86048	157438
1767	86105	157404
1768	86227	157491
1769	86289	157465
1770	86337	157415
1771	86384	157364
1772	86444	157336
1773	86498	157297
1774	86552	157257
1775	86601	157209
1776	86660	157178
1777	86713	157138
1778	86770	157103
1779	86817	157052
1780	86863	156997
1781	86906	156938
1782	86955	156890
1783	87011	156853
1784	87067	156819
1785	87109	156757
1786	87158	156709
1787	87208	156663
1788	87284	156662
1789	87370	156682
1790	87420	156633
1791	87470	156587
1792	87523	156546
1793	87593	156536
1794	87660	156518
1795	87726	156500
1796	87781	156463
1797	87837	156427
1798	87892	156389
1799	87948	156352
1800	88011	156329
1801	88073	156302
1802	88144	156294
1803	88204	156265
1804	88263	156233
1805	88320	156199
1806	88431	156260
1807	88528	156295
1808	88574	156241
1809	88622	156191
1810	88666	156133
1811	88714	156082
1812	88759	156026
1813	88804	155970
1814	88852	155919
1815	88911	155889
1816	88967	155851
1817	89015	155802
1818	89076	155773
1819	89131	155734
1820	89183	155691
1821	89237	155651
1822	89292	155613
1823	89345	155571
1824	89398	155528
1825	89445	155475
1826	89496	155431
1827	89605	155485
1828	89655	155438
1829	89705	155391
1830	89750	155335
1831	89799	155286
1832	89850	155240
1833	89907	155204
1834	89966	155174
1835	90025	155141
1836	90079	155101
1837	90138	155068
1838	90188	155021
1839	90240	154977
1840	90290	154931
1841	90348	154897
1842	90410	154870
1843	90475	154849
1844	90524	154798
1845	90571	154746
1846	90622	154700
1847	90758	154800
1848	90824	154779
1849	90886	154752
1850	90933	154699
1851	90979	154645
1852	91022	154586
1853	91064	154524
1854	91109	154468
1855	91151	154407
1856	91200	154357
1857	91246	154303
1858	91299	154260
1859	91349	154214
1860	91404	154175
1861	91453	154125
1862	91497	154066
1863	91541	154009
1864	91587	153955
1865	91631	153897
1866	91675	153839
1867	91723	153789
1868	91773	153741
1869	91891	153807
1870	91944	153765
1871	91992	153713
1872	92043	153667
1873	92091	153617
1874	92141	153568
1875	92189	153518
1876	92234	153462
1877	92275	153399
1878	92330	153359
1879	92384	153318
1880	92440	153280
1881	92484	153223
1882	92533	153174
1883	92581	153122
1884	92629	153072
1885	92677	153021
1886	92719	152959
1887	92769	152913
1888	92811	152852
1889	92861	152803
1890	92962	152840
1891	93035	152829
1892	93079	152771
1893	93122	152713
1894	93167	152656
1895	93212	152600
1896	93255	152542
1897	93301	152487
1898	93354	152444
1899	93398	152386
1900	93443	152331
1901	93497	152290
1902	93549	152245
1903	93596	152192
1904	93646	152144
1905	93692	152091
1906	93734	152030
1907	93780	151975
1908	93830	151927
1909	93869	151861
1910	93916	151809
1911	93962	151755
1912	94023	151724
1913	94269	151993
1914	94322	151950
1915	94371	151901
1916	94416	151844
1917	94460	151786
1918	94504	151729
1919	94555	151682
1920	94601	151628
1921	94646	151572
1922	94695	151523
1923	94752	151485
1924	94800	151434
1925	94848	151383
1926	94898	151335
1927	94945	151281
1928	94987	151222
1929	95036	151171
1930	95084	151120
1931	95129	151064
1932	95174	151009
1933	95217	150950
1934	95299	150952
1935	95391	150970
1936	95431	150907
1937	95476	150850
1938	95521	150794
1939	95567	150740
1940	95616	150690
1941	95666	150643
1942	95710	150584
1943	95756	150530
1944	95806	150482
1945	95854	150431
1946	95913	150396
1947	95965	150351
1948	96010	150296
1949	96056	150242
1950	96102	150188
1951	96150	150137
1952	96192	150075
1953	96239	150023
1954	96282	149964
1955	96327	149908
1956	96404	149902
1957	96498	149922
1958	96547	149872
1959	96588	149810
1960	96634	149755
1961	96683	149706
1962	96732	149657
1963	96777	149601
1964	96822	149544
1965	96870	149493
1966	96916	149439
1967	96962	149385
1968	97017	149344
1969	97062	149289
1970	97115	149246
1971	97162	149192
1972	97204	149132
1973	97251	149080
1974	97292	149018
1975	97344	148972
1976	97389	148917
1977	97437	148866
1978	97500	148837
1979	97605	148872
1980	97656	148826
1981	97699	148767
1982	97742	148708
1983	97788	148654
1984	97837	148605
1985	97881	148546
1986	97932	148501
1987	97979	148447
1988	98024	148391
1989	98076	148346
1990	98125	148296
1991	98177	148251
1992	98273	148272
1993	98325	148227
1994	98378	148183
1995	98432	148141
1996	98474	148081
1997	98518	148023
1998	98563	147968
1999	98661	147992
2000	98729	147970
2001	98771	147911
2002	98815	147852
2003	98859	147796
2004	98909	147747
2005	98958	147697
2006	99002	147640
2007	99048	147585
2008	99099	147539
2009	99147	147488
2010	99209	147458
2011	99257	147406
2012	99307	147358
2013	99349	147297
2014	99397	147246
2015	99446	147196
2016	99492	147142
2017	99548	147103
2018	99603	147061
2019	99650	147008
2020	99691	146946
2021	99805	146993
2022	99854	146943
2023	99900	146889
2024	99946	146835
2025	99992	146780
2026	100038	146725
2027	100080	146665
2028	100126	146612
2029	100167	146550
2030	100211	146493
2031	100255	146436
2032	100303	146385
2033	100356	146340
2034	100408	146295
2035	100452	146238
2036	100498	146183
2037	100543	146128
2038	100591	146076
2039	100631	146014
2040	100684	145970
2041	100731	145917
2042	100773	145858
2043	100853	145852
2044	100954	145877
2045	101001	145825
2046	101044	145766
2047	101090	145712
2048	101134	145655
2049	101178	145598
2050	101225	145545
2051	101273	145493
2052	101316	145435
2053	101363	145382
2054	101418	145342
2055	101471	145297
2056	101525	145254
2057	101569	145197
2058	101614	145143
2059	101658	145086
2060	101707	145034
2061	101754	144982
2062	101802	144932
2063	101845	144873
2064	101895	144824
2065	101991	144842
2066	102063	144823
2067	102111	144772
2068	102157	144718
2069	102201	144661
2070	102253	144617
2071	102299	144562
2072	102342	144503
2073	102390	144452
2074	102436	144398
2075	102479	144340
2076	102530	144292
2077	102575	144237
2078	102624	144187
2079	102668	144130
2080	102716	144079
2081	102763	144026
2082	102812	143976
2083	102856	143920
2084	102898	143860
2085	102944	143806
2086	102986	143746
2087	103036	143697
2088	103159	143751
2089	103210	143705
2090	103261	143657
2091	103307	143603
2092	103360	143558
2093	103412	143512
2094	103461	143463
2095	103509	143412
2096	103563	143369
2097	103619	143328
2098	103678	143293
2099	103735	143254
2100	103794	143218
2101	103846	143172
2102	103902	143131
2103	103954	143085
2104	104001	143033
2105	104048	142979
2106	104100	142934
2107	104148	142882
2108	104264	142924
2109	104324	142889
2110	104370	142836
2111	104415	142779
2112	104458	142721
2113	104515	142683
2114	104571	142641
2115	104622	142595
2116	104674	142548
2117	104721	142496
2118	104781	142461
2119	104840	142425
2120	104897	142385
2121	104948	142338
2122	105001	142293
2123	105049	142241
2124	105097	142190
2125	105144	142137
2126	105189	142082
2127	105231	142023
2128	105281	141974
2129	105398	142015
2130	105442	141959
2131	105492	141909
2132	105541	141860
2133	105591	141811
2134	105638	141758
2135	105682	141701
2136	105723	141640
2137	105771	141588
2138	105818	141536
2139	105875	141497
2140	105929	141453
2141	105975	141399
2142	106023	141348
2143	106067	141290
2144	106110	141233
2145	106157	141180
2146	106198	141120
2147	106244	141065
2148	106285	141005
2149	106333	140953
2150	106384	140905
2151	106477	140914
2152	106618	140985
2153	106675	140945
2154	106719	140888
2155	106764	140834
2156	106810	140779
2157	106863	140734
2158	106911	140683
2159	106954	140624
2160	106997	140567
2161	107046	140517
2162	107097	140469
2163	107150	140424
2164	107200	140375
2165	107285	140371
2166	107347	140338
2167	107400	140294
2168	107441	140233
2169	107496	140191
2170	107540	140134
2171	107789	140344
2172	107837	140292
2173	107885	140241
2174	107931	140187
2175	107978	140134
2176	108022	140077
2177	108069	140023
2178	108109	139961
2179	108153	139904
2180	108195	139845
2181	108237	139785
2182	108287	139736
2183	108338	139689
2184	108394	139648
2185	108437	139589
2186	108481	139533
2187	108528	139479
2188	108576	139428
2189	108617	139367
2190	108665	139315
2191	108710	139260
2192	108753	139201
2193	108799	139147
2194	108911	139178
2195	108963	139131
2196	109005	139073
2197	109050	139017
2198	109096	138962
2199	109143	138909
2200	109184	138849
2201	109228	138792
2202	109273	138737
2203	109317	138680
2204	109359	138621
2205	109411	138574
2206	109465	138530
2207	109510	138475
2208	109553	138416
2209	109599	138363
2210	109643	138305
2211	109685	138247
2212	109731	138192
2213	109776	138137
2214	109819	138079
2215	109868	138029
2216	109912	137973
2217	110026	138004
2218	110082	137962
2219	110133	137914
2220	110179	137860
2221	110222	137803
2222	110268	137748
2223	110312	137692
2224	110356	137636
2225	110402	137581
2226	110453	137533
2227	110494	137472
2228	110547	137428
2229	110595	137376
2230	110637	137317
2231	110683	137263
2232	110726	137205
2233	110770	137149
2234	110818	137097
2235	110864	137043
2236	110906	136985
2237	110954	136932
2238	111002	136881
2239	111097	136888
2240	111176	136874
2241	111223	136822
2242	111268	136766
2243	111312	136709
2244	111356	136653
2245	111399	136596
2246	111439	136534
2247	111483	136477
2248	111533	136428
2249	111572	136366
2250	111627	136323
2251	111674	136271
2252	111724	136221
2253	111769	136165
2254	111814	136111
2255	111858	136054
2256	111899	135994
2257	111944	135940
2258	111988	135883
2259	112028	135821
2260	112075	135769
2261	112122	135716
2262	112216	135721
2263	112294	135705
2264	112341	135653
2265	112388	135599
2266	112432	135543
2267	112479	135490
2268	112521	135432
2269	112565	135376
2270	112613	135324
2271	112657	135268
2272	112706	135218
2273	112758	135171
2274	112811	135125
2275	112908	135133
2276	112955	135080
2277	113001	135026
2278	113049	134974
2279	113091	134915
2280	113138	134863
2281	113187	134812
2282	113230	134755
2283	113350	134790
2284	113400	134740
2285	113445	134685
2286	113489	134629
2287	113536	134577
2288	113582	134522
2289	113625	134464
2290	113671	134410
2291	113715	134354
2292	113757	134296
2293	113805	134244
2294	113857	134198
2295	113901	134141
2296	113949	134090
2297	113999	134041
2298	114045	133986
2299	114086	133927
2300	114131	133872
2301	114177	133818
2302	114221	133762
2303	114270	133712
2304	114314	133656
2305	114374	133618
2306	114484	133640
2307	114530	133585
2308	114581	133537
2309	114622	133478
2310	114670	133426
2311	114713	133369
2312	114757	133313
2313	114805	133261
2314	114848	133203
2315	114890	133146
2316	114940	133096
2317	114986	133042
2318	115040	132999
2319	115092	132951
2320	115140	132900
2321	115183	132843
2322	115226	132785
2323	115267	132726
2324	115314	132673
2325	115360	132619
2326	115406	132566
2327	115448	132507
2328	115534	132499
2329	115626	132498
2330	115671	132443
2331	115715	132388
2332	115760	132332
2333	115805	132278
2334	115850	132223
2335	115899	132172
2336	115942	132116
2337	115984	132057
2338	116034	132008
2339	116086	131961
2340	116133	131908
2341	116182	131859
2342	116229	131805
2343	116275	131752
2344	116318	131695
2345	116364	131641
2346	116417	131595
2347	116457	131535
2348	116506	131485
2349	116550	131429
2350	116597	131376
2351	116718	131407
2352	116770	131361
2353	116814	131304
2354	116856	131247
2355	116906	131197
2356	116952	131143
2357	117002	131094
2358	117046	131038
2359	117090	130982
2360	117134	130926
2361	117178	130870
2362	117231	130824
2363	117277	130771
2364	117323	130718
2365	117368	130662
2366	117415	130610
2367	117459	130554
2368	117506	130502
2369	117551	130447
2370	117591	130387
2371	117639	130336
2372	117685	130282
2373	117749	130248
2374	117860	130267
2375	117913	130221
2376	117958	130166
2377	118001	130109
2378	118049	130058
2379	118092	130001
2380	118139	129948
2381	118182	129891
2382	118231	129841
2383	118275	129785
2384	118321	129732
2385	118367	129678
2386	118418	129630
2387	118467	129579
2388	118552	129568
2389	118612	129530
2390	118666	129486
2391	118710	129430
2392	118755	129376
2393	118801	129321
2394	118847	129268
2395	118967	129294
2396	119021	129250
2397	119072	129202
2398	119115	129145
2399	119163	129094
2400	119216	129047
2401	119266	128998
2402	119317	128950
2403	119366	128899
2404	119415	128849
2405	119469	128804
2406	119521	128757
2407	119571	128707
2408	119621	128659
2409	119672	128610
2410	119713	128551
2411	119766	128505
2412	119818	128458
2413	119865	128406
2414	119915	128356
2415	119966	128308
2416	120236	128494
2417	120297	128456
2418	120345	128405
2419	120405	128365
2420	120464	128326
2421	120527	128291
2422	120576	128240
2423	120631	128195
2424	120692	128158
2425	120763	128130
2426	120816	128084
2427	120877	128046
2428	120934	128004
2429	120995	127966
2430	121054	127926
2431	121106	127878
2432	121153	127826
2433	121202	127775
2434	121248	127721
2435	121356	127732
2436	121418	127696
2437	121466	127644
2438	121517	127595
2439	121563	127542
2440	121609	127487
2441	121651	127430
2442	121697	127375
2443	121739	127318
2444	121785	127264
2445	121828	127207
2446	121884	127163
2447	121933	127113
2448	121986	127066
2449	122034	127015
2450	122083	126964
2451	122126	126908
2452	122172	126853
2453	122217	126799
2454	122262	126744
2455	122308	126690
2456	122353	126635
2457	122431	126615
2458	122531	126617
2459	122575	126562
2460	122618	126504
2461	122666	126452
2462	122709	126396
2463	122754	126341
2464	122798	126285
2465	122843	126231
2466	122890	126178
2467	122938	126126
2468	122987	126075
2469	123040	126029
2470	123091	125981
2471	123133	125923
2472	123177	125867
2473	123220	125810
2474	123269	125760
2475	123311	125702
2476	123356	125647
2477	123402	125593
2478	123447	125538
2479	123490	125482
2480	123603	125497
2481	123672	125466
2482	123721	125416
2483	123764	125359
2484	123807	125301
2485	123854	125249
2486	123902	125197
2487	123946	125141
2488	123994	125090
2489	124038	125034
2490	124080	124977
2491	124130	124927
2492	124185	124883
2493	124232	124830
2494	124275	124773
2495	124324	124722
2496	124371	124670
2497	124415	124614
2498	124460	124559
2499	124503	124503
2500	124544	124445
2501	124592	124393
2502	124638	124339
2503	124762	124363
2504	124809	124311
2505	124856	124258
2506	124904	124207
2507	124945	124148
2508	124990	124094
2509	125036	124040
2510	125079	123983
2511	125130	123935
2512	125173	123878
2513	125215	123820
2514	125268	123773
2515	125324	123730
2516	125383	123689
2517	125449	123655
2518	125512	123619
2519	125556	123563
2520	125603	123510
2521	125646	123454
2522	125691	123400
2523	125736	123345
2524	125798	123307
2525	125932	123340
2526	125997	123305
2527	126058	123266
2528	126110	123218
2529	126166	123174
2530	126212	123120
2531	126255	123064
2532	126296	123005
2533	126337	122946
2534	126381	122891
2535	126429	122839
2536	126481	122792
2537	126532	122743
2538	126584	122696
2539	126649	122660
2540	126711	122622
2541	126767	122578
2542	126811	122522
2543	126865	122477
2544	126928	122439
2545	127083	122491
2546	127147	122454
2547	127203	122411
2548	127261	122369
2549	127328	122335
2550	127381	122288
2551	127425	122232
2552	127468	122176
2553	127507	122116
2554	127558	122066
2555	127614	122022
2556	127671	121979
2557	127725	121933
2558	127765	121874
2559	127810	121819
2560	127853	121762
2561	127900	121710
2562	127945	121655
2563	127987	121598
2564	128031	121542
2565	128080	121491
2566	128180	121488
2567	128263	121470
2568	128308	121415
2569	128353	121361
2570	128400	121308
2571	128446	121255
2572	128492	121201
2573	128538	121147
2574	128584	121093
2575	128625	121036
2576	128671	120982
2577	128724	120935
2578	128779	120889
2579	128861	120870
2580	128943	120850
2581	128995	120802
2582	129040	120747
2583	129089	120696
2584	129135	120643
2585	129177	120585
2586	129221	120530
2587	129334	120538
2588	129410	120512
2589	129458	120461
2590	129504	120407
2591	129553	120357
2592	129601	120304
2593	129644	120248
2594	129695	120199
2595	129744	120148
2596	129792	120096
2597	129838	120042
2598	129893	119998
2599	129939	119944
2600	129986	119891
2601	130036	119841
2602	130082	119787
2603	130126	119732
2604	130173	119679
2605	130218	119625
2606	130259	119567
2607	130302	119510
2608	130349	119458
2609	130452	119456
2610	130680	119569
2611	130732	119520
2612	130772	119462
2613	130816	119406
2614	130858	119349
2615	130904	119294
2616	130950	119241
2617	130992	119184
2618	131039	119131
2619	131087	119079
2620	131136	119028
2621	131182	118974
2622	131229	118922
2623	131281	118874
2624	131321	118814
2625	131370	118763
2626	131417	118711
2627	131461	118655
2628	131505	118599
2629	131552	118547
2630	131593	118489
2631	131640	118436
2632	131770	118458
2633	131820	118408
2634	131864	118352
2635	131911	118300
2636	131958	118247
2637	131997	118187
2638	132044	118134
2639	132089	118080
2640	132135	118025
2641	132179	117971
2642	132223	117915
2643	132273	117865
2644	132319	117812
2645	132369	117761
2646	132416	117708
2647	132463	117656
2648	132510	117604
2649	132555	117548
2650	132597	117492
2651	132644	117439
2652	132687	117383
2653	132730	117327
2654	132772	117269
2655	132890	117279
2656	132960	117247
2657	133007	117195
2658	133056	117144
2659	133099	117087
2660	133142	117031
2661	133188	116977
2662	133237	116926
2663	133282	116872
2664	133324	116815
2665	133371	116762
2666	133417	116709
2667	133473	116663
2668	133523	116613
2669	133570	116561
2670	133613	116505
2671	133658	116451
2672	133701	116394
2673	133744	116338
2674	133790	116284
2675	133838	116233
2676	133879	116175
2677	133926	116123
2678	134055	116141
2679	134111	116096
2680	134159	116044
2681	134205	115991
2682	134248	115935
2683	134294	115881
2684	134339	115827
2685	134385	115773
2686	134430	115719
2687	134473	115663
2688	134524	115613
2689	134574	115563
2690	134630	115518
2691	134675	115464
2692	134725	115414
2693	134770	115359
2694	134812	115303
2695	134858	115249
2696	134901	115194
2697	134945	115138
2698	134990	115084
2699	135046	115039
2700	135168	115051
2701	135259	115035
2702	135312	114988
2703	135359	114935
2704	135411	114887
2705	135462	114837
2706	135511	114787
2707	135561	114736
2708	135617	114691
2709	135669	114642
2710	135721	114594
2711	135775	114548
2712	135829	114501
2713	135880	114452
2714	135936	114406
2715	135986	114357
2716	136033	114304
2717	136085	114255
2718	136132	114203
2719	136182	114152
2720	136226	114098
2721	136365	114122
2722	136406	114064
2723	136465	114021
2724	136518	113973
2725	136568	113923
2726	136613	113869
2727	136668	113823
2728	136712	113768
2729	136762	113718
2730	136812	113667
2731	136867	113622
2732	136929	113582
2733	136986	113537
2734	137034	113485
2735	137089	113439
2736	137135	113385
2737	137179	113330
2738	137226	113277
2739	137273	113225
2740	137316	113169
2741	137367	113120
2742	137502	113139
2743	137555	113092
2744	137598	113036
2745	137646	112984
2746	137692	112931
2747	137736	112875
2748	137784	112823
2749	137828	112768
2750	137865	112707
2751	137911	112654
2752	137956	112599
2753	138008	112551
2754	138059	112502
2755	138113	112455
2756	138161	112403
2757	138210	112352
2758	138256	112298
2759	138303	112246
2760	138346	112190
2761	138390	112135
2762	138437	112082
2763	138480	112026
2764	138565	112004
2765	138680	112006
2766	138731	111957
2767	138778	111905
2768	138828	111854
2769	138876	111803
2770	138925	111752
2771	138972	111699
2772	139015	111643
2773	139062	111590
2774	139110	111539
2775	139158	111486
2776	139206	111435
2777	139256	111384
2778	139302	111331
2779	139346	111277
2780	139390	111221
2781	139439	111170
2782	139496	111126
2783	139552	111080
2784	139613	111038
2785	139668	110992
2786	139821	111024
2787	139883	110983
2788	139946	110943
2789	140005	110900
2790	140048	110844
2791	140105	110799
2792	140157	110751
2793	140213	110705
2794	140271	110661
2795	140325	110614
2796	140378	110566
2797	140433	110519
2798	140494	110478
2799	140547	110430
2800	140602	110383
2801	140652	110333
2802	140707	110286
2803	140764	110242
2804	140815	110192
2805	141051	110287
2806	141168	110289
2807	141224	110243
2808	141280	110197
2809	141331	110147
2810	141383	110098
2811	141435	110050
2812	141489	110002
2813	141542	109954
2814	141589	109901
2815	141638	109850
2816	141695	109805
2817	141755	109762
2818	141802	109709
2819	141859	109664
2820	141911	109615
2821	141960	109563
2822	142014	109516
2823	142066	109467
2824	142118	109419
2825	142218	109406
2826	142323	109398
2827	142375	109349
2828	142427	109300
2829	142479	109251
2830	142524	109196
2831	142578	109148
2832	142626	109097
2833	142676	109046
2834	142733	109001
2835	142791	108956
2836	142842	108907
2837	142899	108861
2838	142958	108817
2839	143008	108767
2840	143063	108720
2841	143115	108671
2842	143167	108622
2843	143219	108573
2844	143272	108524
2845	143369	108509
2846	143490	108512
2847	143544	108464
2848	143590	108411
2849	143647	108365
2850	143698	108315
2851	143751	108267
2852	143806	108220
2853	143865	108176
2854	143916	108126
2855	143969	108077
2856	144023	108030
2857	144080	107985
2858	144130	107934
2859	144185	107887
2860	144231	107833
2861	144286	107786
2862	144341	107739
2863	144392	107689
2864	144450	107644
2865	144568	107644
2866	144657	107622
2867	144710	107574
2868	144759	107522
2869	144815	107476
2870	144871	107430
2871	144925	107381
2872	144979	107334
2873	145036	107288
2874	145091	107241
2875	145155	107200
2876	145214	107156
2877	145310	107140
2878	145405	107121
2879	145456	107072
2880	145509	107023
2881	145566	106977
2882	145622	106930
2883	145747	106935
2884	145832	106910
2885	145883	106859
2886	145936	106810
2887	145984	106758
2888	146037	106709
2889	146090	106661
2890	146143	106612
2891	146191	106560
2892	146239	106507
2893	146297	106462
2894	146354	106416
2895	146410	106370
2896	146466	106323
2897	146518	106273
2898	146572	106225
2899	146628	106179
2900	146673	106124
2901	146717	106069
2902	146760	106013
2903	146846	105988
2904	146966	105987
2905	147025	105943
2906	147069	105887
2907	147120	105837
2908	147165	105783
2909	147208	105727
2910	147250	105670
2911	147299	105618
2912	147342	105562
2913	147384	105506
2914	147432	105453
2915	147480	105400
2916	147528	105348
2917	147574	105294
2918	147618	105239
2919	147660	105182
2920	147706	105128
2921	147747	105071
2922	147790	105015
2923	147834	104960
2924	147882	104907
2925	147928	104854
2926	148038	104846
2927	148117	104815
2928	148168	104765
2929	148214	104711
2930	148254	104653
2931	148299	104598
2932	148338	104540
2933	148383	104485
2934	148428	104430
2935	148475	104377
2936	148518	104322
2937	148572	104274
2938	148624	104224
2939	148669	104169
2940	148716	104116
2941	148759	104060
2942	148800	104003
2943	148843	103947
2944	148889	103893
2945	148936	103841
2946	148985	103789
2947	149032	103736
2948	149075	103680
2949	149332	103773
2950	149406	103738
2951	149453	103686
2952	149502	103633
2953	149547	103579
2954	149593	103525
2955	149637	103470
2956	149685	103418
2957	149727	103361
2958	149775	103309
2959	149821	103255
2960	149872	103205
2961	149925	103156
2962	149973	103103
2963	150015	103047
2964	150061	102993
2965	150101	102935
2966	150149	102882
2967	150194	102828
2968	150234	102770
2969	150277	102714
2970	150323	102661
2971	150373	102610
2972	150515	102621
2973	150566	102571
2974	150615	102519
2975	150661	102465
2976	150709	102413
2977	150756	102360
2978	150800	102305
2979	150846	102251
2980	150894	102199
2981	150943	102147
2982	150983	102090
2983	151045	102047
2984	151108	102004
2985	151157	101952
2986	151203	101898
2987	151250	101846
2988	151301	101795
2989	151349	101743
2990	151399	101692
2991	151447	101640
2992	151500	101590
2993	151587	101564
2994	151712	101563
2995	151768	101516
2996	151818	101465
2997	151864	101411
2998	151911	101358
2999	151959	101306
3000	152008	101254
3001	152065	101208
3002	152109	101153
3003	152162	101103
3004	152226	101061
3005	152281	101014
3006	152343	100970
3007	152393	100920
3008	152442	100868
3009	152493	100818
3010	152540	100765
3011	152586	100710
3012	152628	100654
3013	152670	100598
3014	152754	100569
3015	152878	100567
3016	152936	100521
3017	153000	100479
3018	153076	100445
3019	153140	100403
3020	153220	100372
3021	153274	100323
3022	153328	100274
3023	153390	100231
3024	153443	100182
3025	153500	100135
3026	153558	100089
3027	153619	100045
3028	153673	99996
3029	153719	99943
3030	153767	99890
3031	153811	99835
3032	153852	99778
3033	153977	99775
3034	154091	99765
3035	154146	99718
3036	154195	99666
3037	154235	99608
3038	154279	99553
3039	154328	99501
3040	154372	99446
3041	154419	99392
3042	154469	99341
3043	154511	99285
3044	154563	99235
3045	154613	99183
3046	154659	99130
3047	154708	99078
3048	154760	99028
3049	154807	98975
3050	154857	98924
3051	154904	98870
3052	154954	98819
3053	155002	98767
3054	155047	98712
3055	155180	98714
3056	155259	98681
3057	155306	98627
3058	155353	98574
3059	155399	98521
3060	155442	98465
3061	155488	98411
3062	155537	98359
3063	155582	98305
3064	155628	98251
3065	155669	98194
3066	155724	98146
3067	155772	98094
3068	155817	98039
3069	155866	97987
3070	155907	97930
3071	155953	97877
3072	155999	97823
3073	156044	97769
3074	156086	97712
3075	156129	97657
3076	156176	97604
3077	156218	97547
3078	156365	97557
3079	156415	97505
3080	156467	97455
3081	156507	97398
3082	156553	97344
3083	156599	97290
3084	156644	97236
3085	156694	97185
3086	156741	97132
3087	156790	97080
3088	156830	97022
3089	156883	96973
3090	156934	96922
3091	156989	96874
3092	157036	96821
3093	157088	96771
3094	157134	96717
3095	157177	96662
3096	157220	96606
3097	157268	96554
3098	157309	96497
3099	157357	96444
3100	157594	96508
3101	157696	96488
3102	157742	96435
3103	157794	96384
3104	157840	96330
3105	157899	96284
3106	157964	96242
3107	158019	96194
3108	158068	96142
3109	158116	96090
3110	158160	96035
3111	158211	95984
3112	158263	95934
3113	158313	95883
3114	158360	95829
3115	158406	95775
3116	158454	95723
3117	158497	95667
3118	158546	95615
3119	158590	95561
3120	158634	95506
3121	158679	95451
3122	158828	95460
3123	158881	95410
3124	158934	95360
3125	158983	95308
3126	159025	95252
3127	159069	95197
3128	159115	95143
3129	159156	95087
3130	159206	95035
3131	159250	94980
3132	159292	94924
3133	159342	94873
3134	159398	94825
3135	159443	94771
3136	159533	94743
3137	159590	94696
3138	159645	94647
3139	159691	94594
3140	159735	94539
3141	159781	94485
3142	159833	94435
3143	159989	94446
3144	160079	94418
3145	160124	94364
3146	160178	94315
3147	160234	94267
3148	160287	94218
3149	160344	94170
3150	160396	94120
3151	160443	94067
3152	160491	94014
3153	160556	93972
3154	160606	93920
3155	160658	93870
3156	160714	93822
3157	160773	93775
3158	160838	93733
3159	160897	93687
3160	160964	93645
3161	161016	93595
3162	161124	93577
3163	161252	93571
3164	161298	93517
3165	161341	93461
3166	161384	93406
3167	161441	93358
3168	161499	93312
3169	161558	93265
3170	161610	93215
3171	161659	93162
3172	161708	93111
3173	161761	93061
3174	161805	93006
3175	161863	92959
3176	161924	92913
3177	161985	92869
3178	162028	92813
3179	162074	92759
3180	162132	92712
3181	162187	92663
3182	162241	92614
3183	162384	92616
3184	162474	92587
3185	162531	92539
3186	162591	92493
3187	162637	92439
3188	162684	92386
3189	162743	92340
3190	162813	92299
3191	162871	92252
3192	162923	92202
3193	162978	92153
3194	163027	92101
3195	163084	92053
3196	163139	92005
3197	163205	91962
3198	163264	91915
3199	163322	91868
3200	163384	91824
3201	163485	91800
3202	163635	91805
3203	163698	91761
3204	163757	91714
3205	163811	91664
3206	163867	91616
3207	163925	91569
3208	163973	91516
3209	164031	91469
3210	164086	91420
3211	164149	91375
3212	164207	91328
3213	164254	91275
3214	164302	91222
3215	164356	91172
3216	164420	91128
